0.01	1.51365224
0.02	1.48037117
0.03	1.500408
0.04	1.52854201
0.05	1.56583592
0.06	1.61399347
0.07	1.67489107
0.08	1.75136554
0.09	1.84715659
0.1	1.96793783
0.12	2.32449747
0.14	2.97739232
0.16	4.49353676
0.18	8.30874086
0.2	6.31039253
0.25	3.29106994
0.3	1.30895376
0.35	0.77126003
0.4	0.52555708
0.45	0.38733757
0.5	0.30014955
0.6	0.19849022
0.7	0.14280807
0.8	0.10867078
0.9	0.08607602
1	0.07026511
1.2	0.0501322
1.4	0.03817925
1.6	0.03045668
1.8	0.02513297
2	0.02128976
2.2	0.01843381
2.4	0.01621217
2.6	0.01451106
2.8	0.01325818
3	0.01221659
3.2	0.01131775
3.4	0.01053399
3.6	0.00985868
3.8	0.00927555
4	0.00873963
4.5	0.00764754
5	0.00679244
5.5	0.00610355
6	0.00554025
