0.000	0.2119
0.020	0.2123
0.040	0.2130
0.060	0.2126
0.080	0.2240
0.100	0.3130
0.120	0.4274
0.140	0.4527
0.160	0.3694
0.180	0.3239
0.200	0.3759
0.220	0.4539
0.240	0.4272
0.260	0.3775
0.280	0.3750
0.300	0.5131
0.320	0.4567
0.340	0.4786
0.360	0.5158
0.380	0.5552
0.400	0.5601
0.420	0.5686
0.440	0.5426
0.460	0.6002
0.480	0.5999
0.500	0.5977
0.520	0.5848
0.540	0.6584
0.560	0.7083
0.580	0.7340
0.600	0.7323
0.620	0.7156
0.640	0.6961
0.660	0.6827
0.680	0.6777
0.700	0.6706
0.720	0.6547
0.740	0.6281
0.760	0.5981
0.780	0.5656
0.800	0.5292
0.820	0.4832
0.840	0.4306
0.860	0.3925
0.880	0.3571
0.900	0.3260
0.920	0.2979
0.940	0.2712
0.960	0.2461
0.980	0.2258
1.000	0.2277
1.020	0.2330
1.040	0.2390
1.060	0.2473
1.080	0.2607
1.100	0.2806
1.120	0.3049
1.140	0.3304
1.160	0.3534
1.180	0.3706
1.200	0.3795
1.220	0.3780
1.240	0.3675
1.260	0.3547
1.280	0.3385
1.300	0.3166
1.320	0.2909
1.340	0.2637
1.360	0.2368
1.380	0.2299
1.400	0.2281
1.420	0.2294
1.440	0.2328
1.460	0.2373
1.480	0.2420
1.500	0.2458
1.520	0.2484
1.540	0.2495
1.560	0.2490
1.580	0.2469
1.600	0.2433
1.620	0.2380
1.640	0.2312
1.660	0.2232
1.680	0.2145
1.700	0.2054
1.720	0.1962
1.740	0.1872
1.760	0.1783
1.780	0.1698
1.800	0.1617
1.820	0.1570
1.840	0.1515
1.860	0.1452
1.880	0.1444
1.900	0.1428
1.920	0.1403
1.940	0.1369
1.960	0.1328
1.980	0.1280
2.000	0.1225
2.020	0.1165
2.040	0.1101
2.060	0.1034
2.080	0.1001
2.100	0.1003
2.120	0.1003
2.140	0.1004
2.160	0.1004
2.180	0.1003
2.200	0.1001
2.220	0.0998
2.240	0.0993
2.260	0.0988
2.280	0.0981
2.300	0.0973
2.320	0.0963
2.340	0.0953
2.360	0.0940
2.380	0.0928
2.400	0.0913
2.420	0.0898
2.440	0.0882
2.460	0.0865
2.480	0.0847
2.500	0.0828
2.520	0.0809
2.540	0.0789
2.560	0.0769
2.580	0.0749
2.600	0.0728
2.620	0.0707
2.640	0.0686
2.660	0.0666
2.680	0.0645
2.700	0.0625
2.720	0.0605
2.740	0.0585
2.760	0.0565
2.780	0.0546
2.800	0.0528
2.820	0.0510
2.840	0.0506
2.860	0.0509
2.880	0.0511
2.900	0.0511
2.920	0.0510
2.940	0.0508
2.960	0.0505
2.980	0.0501
3.000	0.0496
3.020	0.0495
3.040	0.0498
3.060	0.0498
3.080	0.0495
3.100	0.0490
3.120	0.0482
3.140	0.0473
3.160	0.0463
3.180	0.0451
3.200	0.0438
3.220	0.0424
3.240	0.0409
3.260	0.0394
3.280	0.0378
3.300	0.0370
3.320	0.0367
3.340	0.0365
3.360	0.0363
3.380	0.0360
3.400	0.0358
3.420	0.0355
3.440	0.0353
3.460	0.0351
3.480	0.0348
3.500	0.0346
3.520	0.0344
3.540	0.0341
3.560	0.0339
3.580	0.0339
3.600	0.0339
3.620	0.0339
3.640	0.0340
3.660	0.0340
3.680	0.0340
3.700	0.0341
3.720	0.0341
3.740	0.0341
3.760	0.0342
3.780	0.0342
3.800	0.0342
3.820	0.0342
3.840	0.0342
3.860	0.0342
3.880	0.0342
3.900	0.0343
3.920	0.0347
3.940	0.0354
3.960	0.0360
3.980	0.0365
4.000	0.0369
