0.000	0.3511
0.020	0.3563
0.040	0.4050
0.060	0.4780
0.080	0.5137
0.100	0.8308
0.120	1.1994
0.140	0.9230
0.160	0.9250
0.180	0.8479
0.200	0.6841
0.220	0.6128
0.240	0.6027
0.260	0.7355
0.280	0.6464
0.300	0.7514
0.320	0.7742
0.340	0.6124
0.360	0.4936
0.380	0.4812
0.400	0.5322
0.420	0.5369
0.440	0.5991
0.460	0.6089
0.480	0.6229
0.500	0.6241
0.520	0.6020
0.540	0.5799
0.560	0.6587
0.580	0.7355
0.600	0.7837
0.620	0.7728
0.640	0.7679
0.660	0.7523
0.680	0.6610
0.700	0.6183
0.720	0.6406
0.740	0.6175
0.760	0.5256
0.780	0.4262
0.800	0.4061
0.820	0.4421
0.840	0.4784
0.860	0.4959
0.880	0.5011
0.900	0.4996
0.920	0.5079
0.940	0.4991
0.960	0.4784
0.980	0.4861
1.000	0.4839
1.020	0.4596
1.040	0.4237
1.060	0.3910
1.080	0.3646
1.100	0.3432
1.120	0.3151
1.140	0.2871
1.160	0.2809
1.180	0.3172
1.200	0.3398
1.220	0.3449
1.240	0.3327
1.260	0.3195
1.280	0.3128
1.300	0.3080
1.320	0.3057
1.340	0.3035
1.360	0.3013
1.380	0.3205
1.400	0.3360
1.420	0.3437
1.440	0.3430
1.460	0.3356
1.480	0.3410
1.500	0.3835
1.520	0.4230
1.540	0.4540
1.560	0.4737
1.580	0.4819
1.600	0.4818
1.620	0.4766
1.640	0.4674
1.660	0.4533
1.680	0.4324
1.700	0.4049
1.720	0.3721
1.740	0.3384
1.760	0.3080
1.780	0.2924
1.800	0.2783
1.820	0.2614
1.840	0.2553
1.860	0.2524
1.880	0.2459
1.900	0.2359
1.920	0.2227
1.940	0.2217
1.960	0.2249
1.980	0.2255
2.000	0.2234
2.020	0.2206
2.040	0.2173
2.060	0.2137
2.080	0.2102
2.100	0.2069
2.120	0.2036
2.140	0.2003
2.160	0.1966
2.180	0.1927
2.200	0.1905
2.220	0.1874
2.240	0.1809
2.260	0.1738
2.280	0.1697
2.300	0.1661
2.320	0.1621
2.340	0.1580
2.360	0.1542
2.380	0.1565
2.400	0.1623
2.420	0.1668
2.440	0.1699
2.460	0.1718
2.480	0.1729
2.500	0.1732
2.520	0.1750
2.540	0.1774
2.560	0.1786
2.580	0.1780
2.600	0.1748
2.620	0.1691
2.640	0.1650
2.660	0.1596
2.680	0.1532
2.700	0.1463
2.720	0.1409
2.740	0.1359
2.760	0.1305
2.780	0.1250
2.800	0.1196
2.820	0.1145
2.840	0.1107
2.860	0.1075
2.880	0.1047
2.900	0.1017
2.920	0.0988
2.940	0.0963
2.960	0.0938
2.980	0.0918
3.000	0.0913
3.020	0.0912
3.040	0.0917
3.060	0.0926
3.080	0.0940
3.100	0.0959
3.120	0.0981
3.140	0.1006
3.160	0.1033
3.180	0.1061
3.200	0.1089
3.220	0.1116
3.240	0.1140
3.260	0.1161
3.280	0.1178
3.300	0.1191
3.320	0.1198
3.340	0.1200
3.360	0.1196
3.380	0.1186
3.400	0.1170
3.420	0.1149
3.440	0.1124
3.460	0.1094
3.480	0.1061
3.500	0.1025
3.520	0.0986
3.540	0.0947
3.560	0.0927
3.580	0.0921
3.600	0.0911
3.620	0.0898
3.640	0.0884
3.660	0.0868
3.680	0.0851
3.700	0.0833
3.720	0.0815
3.740	0.0796
3.760	0.0777
3.780	0.0758
3.800	0.0740
3.820	0.0722
3.840	0.0705
3.860	0.0718
3.880	0.0732
3.900	0.0746
3.920	0.0762
3.940	0.0779
3.960	0.0797
3.980	0.0816
4.000	0.0834
