0	1.0674
0.01	1.24497836
0.02	1.422556721
0.022	1.458072393
0.025	1.511345901
0.029	1.582377245
0.03	1.600135081
0.032	1.635650753
0.035	1.688924261
0.036	1.706682097
0.04	1.777713441
0.042	1.813229113
0.044	1.848744786
0.045	1.866502622
0.046	1.884260458
0.048	1.91977613
0.05	1.955291802
0.055	2.044080982
0.06	2.132870162
0.065	2.221659342
0.067	2.257175014
0.07	2.310448522
0.075	2.399237703
0.08	2.488026883
0.085	2.576816063
0.09	2.665605243
0.095	2.6685
0.1	2.6685
0.11	2.6685
0.12	2.6685
0.13	2.6685
0.133	2.6685
0.14	2.6685
0.15	2.6685
0.16	2.6685
0.17	2.6685
0.18	2.6685
0.19	2.6685
0.2	2.6685
0.22	2.6685
0.24	2.6685
0.25	2.6685
0.26	2.6685
0.28	2.6685
0.29	2.6685
0.3	2.6685
0.32	2.6685
0.34	2.6685
0.35	2.6685
0.36	2.6685
0.38	2.6685
0.4	2.6685
0.42	2.6685
0.44	2.6685
0.45	2.6685
0.46	2.615217391
0.48	2.50625
0.5	2.406
0.55	2.187272727
0.6	2.005
0.65	1.850769231
0.667	1.803598201
0.7	1.718571429
0.75	1.604
0.8	1.50375
0.85	1.415294118
0.9	1.336666667
0.95	1.266315789
1	1.203
1.1	1.093636364
1.2	1.0025
1.3	0.925384615
1.4	0.859285714
1.5	0.802
1.6	0.751875
1.7	0.707647059
1.8	0.668333333
1.9	0.633157895
2	0.6015
2.2	0.546818182
2.4	0.50125
2.5	0.4812
2.6	0.462692308
2.8	0.429642857
3	0.401
3.2	0.3759375
3.4	0.353823529
3.5	0.343714286
3.6	0.334166667
3.8	0.316578947
4	0.30075
4.2	0.286428571
4.4	0.273409091
4.6	0.261521739
4.8	0.250625
5	0.2406
5.5	0.218727273
6	0.2005
6.5	0.185076923
7	0.171857143
7.5	0.1604
8	0.150375

